file_path,file_name,problem,language,is_plagiarism,cheat_type,original_source
dataset/71A/71A-C++/360562026_cheat_rename.cpp,360562026_cheat_rename.cpp,71A,cpp,1,rename,360562026.cpp
dataset/71A/71A-C++/360568900.cpp,360568900.cpp,71A,cpp,0,none,360568900.cpp
dataset/71A/71A-C++/360568900_cheat_format.cpp,360568900_cheat_format.cpp,71A,cpp,1,format,360568900.cpp
dataset/71A/71A-C++/360583506.cpp,360583506.cpp,71A,cpp,0,none,360583506.cpp
dataset/71A/71A-C++/360583506_cheat_header.cpp,360583506_cheat_header.cpp,71A,cpp,1,header,360583506.cpp
dataset/71A/71A-C++/360587333.cpp,360587333.cpp,71A,cpp,0,none,360587333.cpp
dataset/71A/71A-C++/360587333_cheat_combo.cpp,360587333_cheat_combo.cpp,71A,cpp,1,combo,360587333.cpp
dataset/71A/71A-Python/360487916.py,360487916.py,71A,python,0,none,360487916.py
dataset/71A/71A-Python/360487916_cheat_comment.py,360487916_cheat_comment.py,71A,python,1,comment,360487916.py
dataset/71A/71A-Python/360565720.py,360565720.py,71A,python,0,none,360565720.py
dataset/71A/71A-Python/360565720_cheat_rename.py,360565720_cheat_rename.py,71A,python,1,rename,360565720.py
dataset/71A/71A-Python/360581621.py,360581621.py,71A,python,0,none,360581621.py
dataset/71A/71A-Python/360581621_cheat_format.py,360581621_cheat_format.py,71A,python,1,format,360581621.py
dataset/71A/71A-Python/360584252.py,360584252.py,71A,python,0,none,360584252.py
dataset/71A/71A-Python/360584252_cheat_header.py,360584252_cheat_header.py,71A,python,1,header,360584252.py
dataset/71A/71A-Python/360643042.py,360643042.py,71A,python,0,none,360643042.py
dataset/71A/71A-Python/360643042_cheat_combo.py,360643042_cheat_combo.py,71A,python,1,combo,360643042.py
