file_1,file_2,problem,pair_type,ground_truth
dataset/71A/71A-Python/360565720.py,dataset/71A/71A-Python/360581621_cheat_format.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360565720.py,dataset/71A/71A-Python/360584252.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360565720.py,dataset/71A/71A-Python/360584252_cheat_header.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360565720.py,dataset/71A/71A-Python/360643042.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360565720.py,dataset/71A/71A-Python/360643042_cheat_combo.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360565720_cheat_rename.py,dataset/71A/71A-Python/360581621.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360565720_cheat_rename.py,dataset/71A/71A-Python/360581621_cheat_format.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360565720_cheat_rename.py,dataset/71A/71A-Python/360584252.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360565720_cheat_rename.py,dataset/71A/71A-Python/360584252_cheat_header.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360565720_cheat_rename.py,dataset/71A/71A-Python/360643042.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360565720_cheat_rename.py,dataset/71A/71A-Python/360643042_cheat_combo.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360581621.py,dataset/71A/71A-Python/360584252.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360581621.py,dataset/71A/71A-Python/360584252_cheat_header.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360581621.py,dataset/71A/71A-Python/360643042.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360581621.py,dataset/71A/71A-Python/360643042_cheat_combo.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360581621_cheat_format.py,dataset/71A/71A-Python/360584252.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360581621_cheat_format.py,dataset/71A/71A-Python/360584252_cheat_header.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360581621_cheat_format.py,dataset/71A/71A-Python/360643042.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360581621_cheat_format.py,dataset/71A/71A-Python/360643042_cheat_combo.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360584252.py,dataset/71A/71A-Python/360643042.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360584252.py,dataset/71A/71A-Python/360643042_cheat_combo.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360584252_cheat_header.py,dataset/71A/71A-Python/360643042.py,71A,independent_same_problem,0
dataset/71A/71A-Python/360584252_cheat_header.py,dataset/71A/71A-Python/360643042_cheat_combo.py,71A,independent_same_problem,0
dataset/50A/50A-C/360087148.c,dataset/50A/50A-C/360549037.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148.c,dataset/50A/50A-C/360549037_cheat_rename.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148.c,dataset/50A/50A-C/360604153.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148.c,dataset/50A/50A-C/360604153_cheat_format.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148.c,dataset/50A/50A-C/360635874.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148.c,dataset/50A/50A-C/360635874_cheat_header.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148.c,dataset/50A/50A-C/360689578.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148.c,dataset/50A/50A-C/360689578_cheat_combo.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148_cheat_comment.c,dataset/50A/50A-C/360549037.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148_cheat_comment.c,dataset/50A/50A-C/360549037_cheat_rename.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148_cheat_comment.c,dataset/50A/50A-C/360604153.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148_cheat_comment.c,dataset/50A/50A-C/360604153_cheat_format.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148_cheat_comment.c,dataset/50A/50A-C/360635874.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148_cheat_comment.c,dataset/50A/50A-C/360635874_cheat_header.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148_cheat_comment.c,dataset/50A/50A-C/360689578.c,50A,independent_same_problem,0
dataset/50A/50A-C/360087148_cheat_comment.c,dataset/50A/50A-C/360689578_cheat_combo.c,50A,independent_same_problem,0
dataset/50A/50A-C/360549037.c,dataset/50A/50A-C/360604153.c,50A,independent_same_problem,0
dataset/50A/50A-C/360549037.c,dataset/50A/50A-C/360604153_cheat_format.c,50A,independent_same_problem,0
dataset/50A/50A-C/360549037.c,dataset/50A/50A-C/360635874.c,50A,independent_same_problem,0
dataset/50A/50A-C/360549037.c,dataset/50A/50A-C/360635874_cheat_header.c,50A,independent_same_problem,0
dataset/50A/50A-C/360549037.c,dataset/50A/50A-C/360689578.c,50A,independent_same_problem,0
dataset/50A/50A-C/360549037.c,dataset/50A/50A-C/360689578_cheat_combo.c,50A,independent_same_problem,0
dataset/50A/50A-C/360549037_cheat_rename.c,dataset/50A/50A-C/360604153.c,50A,independent_same_problem,0
dataset/50A/50A-C/360549037_cheat_rename.c,dataset/50A/50A-C/360604153_cheat_format.c,50A,independent_same_problem,0
dataset/50A/50A-C/360549037_cheat_rename.c,dataset/50A/50A-C/360635874.c,50A,independent_same_problem,0
dataset/50A/50A-C/360549037_cheat_rename.c,dataset/50A/50A-C/360635874_cheat_header.c,50A,independent_same_problem,0
dataset/50A/50A-C/360549037_cheat_rename.c,dataset/50A/50A-C/360689578.c,50A,independent_same_problem,0
dataset/50A/50A-C/360549037_cheat_rename.c,dataset/50A/50A-C/360689578_cheat_combo.c,50A,independent_same_problem,0
dataset/50A/50A-C/360604153.c,dataset/50A/50A-C/360635874.c,50A,independent_same_problem,0
dataset/50A/50A-C/360604153.c,dataset/50A/50A-C/360635874_cheat_header.c,50A,independent_same_problem,0
dataset/50A/50A-C/360604153.c,dataset/50A/50A-C/360689578.c,50A,independent_same_problem,0
dataset/50A/50A-C/360604153.c,dataset/50A/50A-C/360689578_cheat_combo.c,50A,independent_same_problem,0
dataset/50A/50A-C/360604153_cheat_format.c,dataset/50A/50A-C/360635874.c,50A,independent_same_problem,0
dataset/50A/50A-C/360604153_cheat_format.c,dataset/50A/50A-C/360635874_cheat_header.c,50A,independent_same_problem,0
dataset/50A/50A-C/360604153_cheat_format.c,dataset/50A/50A-C/360689578.c,50A,independent_same_problem,0
dataset/50A/50A-C/360604153_cheat_format.c,dataset/50A/50A-C/360689578_cheat_combo.c,50A,independent_same_problem,0
dataset/50A/50A-C/360635874.c,dataset/50A/50A-C/360689578.c,50A,independent_same_problem,0
dataset/50A/50A-C/360635874.c,dataset/50A/50A-C/360689578_cheat_combo.c,50A,independent_same_problem,0
dataset/50A/50A-C/360635874_cheat_header.c,dataset/50A/50A-C/360689578.c,50A,independent_same_problem,0
dataset/50A/50A-C/360635874_cheat_header.c,dataset/50A/50A-C/360689578_cheat_combo.c,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582.cpp,dataset/50A/50A-C++/360643763.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582.cpp,dataset/50A/50A-C++/360643763_cheat_rename.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582.cpp,dataset/50A/50A-C++/360645853.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582.cpp,dataset/50A/50A-C++/360645853_cheat_format.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582.cpp,dataset/50A/50A-C++/360647278.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582.cpp,dataset/50A/50A-C++/360647278_cheat_header.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582.cpp,dataset/50A/50A-C++/360647840.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582.cpp,dataset/50A/50A-C++/360647840_cheat_combo.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582_cheat_comment.cpp,dataset/50A/50A-C++/360643763.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582_cheat_comment.cpp,dataset/50A/50A-C++/360643763_cheat_rename.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582_cheat_comment.cpp,dataset/50A/50A-C++/360645853.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582_cheat_comment.cpp,dataset/50A/50A-C++/360645853_cheat_format.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582_cheat_comment.cpp,dataset/50A/50A-C++/360647278.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582_cheat_comment.cpp,dataset/50A/50A-C++/360647278_cheat_header.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582_cheat_comment.cpp,dataset/50A/50A-C++/360647840.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360642582_cheat_comment.cpp,dataset/50A/50A-C++/360647840_cheat_combo.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360643763.cpp,dataset/50A/50A-C++/360645853.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360643763.cpp,dataset/50A/50A-C++/360645853_cheat_format.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360643763.cpp,dataset/50A/50A-C++/360647278.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360643763.cpp,dataset/50A/50A-C++/360647278_cheat_header.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360643763.cpp,dataset/50A/50A-C++/360647840.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360643763.cpp,dataset/50A/50A-C++/360647840_cheat_combo.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360643763_cheat_rename.cpp,dataset/50A/50A-C++/360645853.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360643763_cheat_rename.cpp,dataset/50A/50A-C++/360645853_cheat_format.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360643763_cheat_rename.cpp,dataset/50A/50A-C++/360647278.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360643763_cheat_rename.cpp,dataset/50A/50A-C++/360647278_cheat_header.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360643763_cheat_rename.cpp,dataset/50A/50A-C++/360647840.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360643763_cheat_rename.cpp,dataset/50A/50A-C++/360647840_cheat_combo.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360645853.cpp,dataset/50A/50A-C++/360647278.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360645853.cpp,dataset/50A/50A-C++/360647278_cheat_header.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360645853.cpp,dataset/50A/50A-C++/360647840.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360645853.cpp,dataset/50A/50A-C++/360647840_cheat_combo.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360645853_cheat_format.cpp,dataset/50A/50A-C++/360647278.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360645853_cheat_format.cpp,dataset/50A/50A-C++/360647278_cheat_header.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360645853_cheat_format.cpp,dataset/50A/50A-C++/360647840.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360645853_cheat_format.cpp,dataset/50A/50A-C++/360647840_cheat_combo.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360647278.cpp,dataset/50A/50A-C++/360647840.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360647278.cpp,dataset/50A/50A-C++/360647840_cheat_combo.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360647278_cheat_header.cpp,dataset/50A/50A-C++/360647840.cpp,50A,independent_same_problem,0
dataset/50A/50A-C++/360647278_cheat_header.cpp,dataset/50A/50A-C++/360647840_cheat_combo.cpp,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338.py,dataset/50A/50A-Python/360627256.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338.py,dataset/50A/50A-Python/360627256_cheat_rename.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338.py,dataset/50A/50A-Python/360627627.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338.py,dataset/50A/50A-Python/360627627_cheat_format.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338.py,dataset/50A/50A-Python/360628426.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338.py,dataset/50A/50A-Python/360628426_cheat_header.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338.py,dataset/50A/50A-Python/360634289.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338.py,dataset/50A/50A-Python/360634289_cheat_combo.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338_cheat_comment.py,dataset/50A/50A-Python/360627256.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338_cheat_comment.py,dataset/50A/50A-Python/360627256_cheat_rename.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338_cheat_comment.py,dataset/50A/50A-Python/360627627.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338_cheat_comment.py,dataset/50A/50A-Python/360627627_cheat_format.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338_cheat_comment.py,dataset/50A/50A-Python/360628426.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338_cheat_comment.py,dataset/50A/50A-Python/360628426_cheat_header.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338_cheat_comment.py,dataset/50A/50A-Python/360634289.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360624338_cheat_comment.py,dataset/50A/50A-Python/360634289_cheat_combo.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627256.py,dataset/50A/50A-Python/360627627.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627256.py,dataset/50A/50A-Python/360627627_cheat_format.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627256.py,dataset/50A/50A-Python/360628426.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627256.py,dataset/50A/50A-Python/360628426_cheat_header.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627256.py,dataset/50A/50A-Python/360634289.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627256.py,dataset/50A/50A-Python/360634289_cheat_combo.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627256_cheat_rename.py,dataset/50A/50A-Python/360627627.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627256_cheat_rename.py,dataset/50A/50A-Python/360627627_cheat_format.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627256_cheat_rename.py,dataset/50A/50A-Python/360628426.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627256_cheat_rename.py,dataset/50A/50A-Python/360628426_cheat_header.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627256_cheat_rename.py,dataset/50A/50A-Python/360634289.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627256_cheat_rename.py,dataset/50A/50A-Python/360634289_cheat_combo.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627627.py,dataset/50A/50A-Python/360628426.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627627.py,dataset/50A/50A-Python/360628426_cheat_header.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627627.py,dataset/50A/50A-Python/360634289.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627627.py,dataset/50A/50A-Python/360634289_cheat_combo.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627627_cheat_format.py,dataset/50A/50A-Python/360628426.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627627_cheat_format.py,dataset/50A/50A-Python/360628426_cheat_header.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627627_cheat_format.py,dataset/50A/50A-Python/360634289.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360627627_cheat_format.py,dataset/50A/50A-Python/360634289_cheat_combo.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360628426.py,dataset/50A/50A-Python/360634289.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360628426.py,dataset/50A/50A-Python/360634289_cheat_combo.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360628426_cheat_header.py,dataset/50A/50A-Python/360634289.py,50A,independent_same_problem,0
dataset/50A/50A-Python/360628426_cheat_header.py,dataset/50A/50A-Python/360634289_cheat_combo.py,50A,independent_same_problem,0
dataset/4A/4A-C/360559661.c,dataset/4A/4A-C/360561260.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661.c,dataset/4A/4A-C/360561260_cheat_rename.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661.c,dataset/4A/4A-C/360565210.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661.c,dataset/4A/4A-C/360565210_cheat_format.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661.c,dataset/4A/4A-C/360641077.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661.c,dataset/4A/4A-C/360641077_cheat_header.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661.c,dataset/4A/4A-C/360641766.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661.c,dataset/4A/4A-C/360641766_cheat_combo.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661_cheat_comment.c,dataset/4A/4A-C/360561260.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661_cheat_comment.c,dataset/4A/4A-C/360561260_cheat_rename.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661_cheat_comment.c,dataset/4A/4A-C/360565210.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661_cheat_comment.c,dataset/4A/4A-C/360565210_cheat_format.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661_cheat_comment.c,dataset/4A/4A-C/360641077.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661_cheat_comment.c,dataset/4A/4A-C/360641077_cheat_header.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661_cheat_comment.c,dataset/4A/4A-C/360641766.c,4A,independent_same_problem,0
dataset/4A/4A-C/360559661_cheat_comment.c,dataset/4A/4A-C/360641766_cheat_combo.c,4A,independent_same_problem,0
dataset/4A/4A-C/360561260.c,dataset/4A/4A-C/360565210.c,4A,independent_same_problem,0
dataset/4A/4A-C/360561260.c,dataset/4A/4A-C/360565210_cheat_format.c,4A,independent_same_problem,0
dataset/4A/4A-C/360561260.c,dataset/4A/4A-C/360641077.c,4A,independent_same_problem,0
dataset/4A/4A-C/360561260.c,dataset/4A/4A-C/360641077_cheat_header.c,4A,independent_same_problem,0
dataset/4A/4A-C/360561260.c,dataset/4A/4A-C/360641766.c,4A,independent_same_problem,0
dataset/4A/4A-C/360561260.c,dataset/4A/4A-C/360641766_cheat_combo.c,4A,independent_same_problem,0
dataset/4A/4A-C/360561260_cheat_rename.c,dataset/4A/4A-C/360565210.c,4A,independent_same_problem,0
dataset/4A/4A-C/360561260_cheat_rename.c,dataset/4A/4A-C/360565210_cheat_format.c,4A,independent_same_problem,0
dataset/4A/4A-C/360561260_cheat_rename.c,dataset/4A/4A-C/360641077.c,4A,independent_same_problem,0
dataset/4A/4A-C/360561260_cheat_rename.c,dataset/4A/4A-C/360641077_cheat_header.c,4A,independent_same_problem,0
dataset/4A/4A-C/360561260_cheat_rename.c,dataset/4A/4A-C/360641766.c,4A,independent_same_problem,0
dataset/4A/4A-C/360561260_cheat_rename.c,dataset/4A/4A-C/360641766_cheat_combo.c,4A,independent_same_problem,0
dataset/4A/4A-C/360565210.c,dataset/4A/4A-C/360641077.c,4A,independent_same_problem,0
dataset/4A/4A-C/360565210.c,dataset/4A/4A-C/360641077_cheat_header.c,4A,independent_same_problem,0
dataset/4A/4A-C/360565210.c,dataset/4A/4A-C/360641766.c,4A,independent_same_problem,0
dataset/4A/4A-C/360565210.c,dataset/4A/4A-C/360641766_cheat_combo.c,4A,independent_same_problem,0
dataset/4A/4A-C/360565210_cheat_format.c,dataset/4A/4A-C/360641077.c,4A,independent_same_problem,0
dataset/4A/4A-C/360565210_cheat_format.c,dataset/4A/4A-C/360641077_cheat_header.c,4A,independent_same_problem,0
dataset/4A/4A-C/360565210_cheat_format.c,dataset/4A/4A-C/360641766.c,4A,independent_same_problem,0
dataset/4A/4A-C/360565210_cheat_format.c,dataset/4A/4A-C/360641766_cheat_combo.c,4A,independent_same_problem,0
dataset/4A/4A-C/360641077.c,dataset/4A/4A-C/360641766.c,4A,independent_same_problem,0
dataset/4A/4A-C/360641077.c,dataset/4A/4A-C/360641766_cheat_combo.c,4A,independent_same_problem,0
dataset/4A/4A-C/360641077_cheat_header.c,dataset/4A/4A-C/360641766.c,4A,independent_same_problem,0
dataset/4A/4A-C/360641077_cheat_header.c,dataset/4A/4A-C/360641766_cheat_combo.c,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672.cpp,dataset/4A/4A-C++/360583459.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672.cpp,dataset/4A/4A-C++/360583459_cheat_rename.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672.cpp,dataset/4A/4A-C++/360586102.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672.cpp,dataset/4A/4A-C++/360586102_cheat_format.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672.cpp,dataset/4A/4A-C++/360587095.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672.cpp,dataset/4A/4A-C++/360587095_cheat_header.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672.cpp,dataset/4A/4A-C++/360588913.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672.cpp,dataset/4A/4A-C++/360588913_cheat_combo.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672_cheat_comment.cpp,dataset/4A/4A-C++/360583459.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672_cheat_comment.cpp,dataset/4A/4A-C++/360583459_cheat_rename.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672_cheat_comment.cpp,dataset/4A/4A-C++/360586102.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672_cheat_comment.cpp,dataset/4A/4A-C++/360586102_cheat_format.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672_cheat_comment.cpp,dataset/4A/4A-C++/360587095.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672_cheat_comment.cpp,dataset/4A/4A-C++/360587095_cheat_header.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672_cheat_comment.cpp,dataset/4A/4A-C++/360588913.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360582672_cheat_comment.cpp,dataset/4A/4A-C++/360588913_cheat_combo.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360583459.cpp,dataset/4A/4A-C++/360586102.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360583459.cpp,dataset/4A/4A-C++/360586102_cheat_format.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360583459.cpp,dataset/4A/4A-C++/360587095.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360583459.cpp,dataset/4A/4A-C++/360587095_cheat_header.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360583459.cpp,dataset/4A/4A-C++/360588913.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360583459.cpp,dataset/4A/4A-C++/360588913_cheat_combo.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360583459_cheat_rename.cpp,dataset/4A/4A-C++/360586102.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360583459_cheat_rename.cpp,dataset/4A/4A-C++/360586102_cheat_format.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360583459_cheat_rename.cpp,dataset/4A/4A-C++/360587095.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360583459_cheat_rename.cpp,dataset/4A/4A-C++/360587095_cheat_header.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360583459_cheat_rename.cpp,dataset/4A/4A-C++/360588913.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360583459_cheat_rename.cpp,dataset/4A/4A-C++/360588913_cheat_combo.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360586102.cpp,dataset/4A/4A-C++/360587095.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360586102.cpp,dataset/4A/4A-C++/360587095_cheat_header.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360586102.cpp,dataset/4A/4A-C++/360588913.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360586102.cpp,dataset/4A/4A-C++/360588913_cheat_combo.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360586102_cheat_format.cpp,dataset/4A/4A-C++/360587095.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360586102_cheat_format.cpp,dataset/4A/4A-C++/360587095_cheat_header.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360586102_cheat_format.cpp,dataset/4A/4A-C++/360588913.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360586102_cheat_format.cpp,dataset/4A/4A-C++/360588913_cheat_combo.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360587095.cpp,dataset/4A/4A-C++/360588913.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360587095.cpp,dataset/4A/4A-C++/360588913_cheat_combo.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360587095_cheat_header.cpp,dataset/4A/4A-C++/360588913.cpp,4A,independent_same_problem,0
dataset/4A/4A-C++/360587095_cheat_header.cpp,dataset/4A/4A-C++/360588913_cheat_combo.cpp,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345.py,dataset/4A/4A-Python/360576754.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345.py,dataset/4A/4A-Python/360576754_cheat_rename.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345.py,dataset/4A/4A-Python/360587507.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345.py,dataset/4A/4A-Python/360587507_cheat_format.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345.py,dataset/4A/4A-Python/360641783.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345.py,dataset/4A/4A-Python/360641783_cheat_header.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345.py,dataset/4A/4A-Python/360643870.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345.py,dataset/4A/4A-Python/360643870_cheat_combo.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345_cheat_comment.py,dataset/4A/4A-Python/360576754.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345_cheat_comment.py,dataset/4A/4A-Python/360576754_cheat_rename.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345_cheat_comment.py,dataset/4A/4A-Python/360587507.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345_cheat_comment.py,dataset/4A/4A-Python/360587507_cheat_format.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345_cheat_comment.py,dataset/4A/4A-Python/360641783.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345_cheat_comment.py,dataset/4A/4A-Python/360641783_cheat_header.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345_cheat_comment.py,dataset/4A/4A-Python/360643870.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576345_cheat_comment.py,dataset/4A/4A-Python/360643870_cheat_combo.py,4A,independent_same_problem,0
